# year ptbin etabin nominal up down
2017	PT30To50	Eta0To0p8	0	0.007798220224219661	-0.007798220224219661
2017	PT30To50	Eta0p8To1p6	0	0.012192526930995515	-0.012192526930995515
2017	PT30To50	Eta1p6To2	0	0.04904724467157078	-0.04904724467157078
2017	PT30To50	Eta2To2p5	0	0.047072614738149554	-0.047072614738149554
2017	PT50To70	Eta0To0p8	0	0.00926080060347682	-0.00926080060347682
2017	PT50To70	Eta0p8To1p6	0	0.009827351745188489	-0.009827351745188489
2017	PT50To70	Eta1p6To2	0	0.04944302835193404	-0.04944302835193404
2017	PT50To70	Eta2To2p5	0	0.03986029164918806	-0.03986029164918806
2017	PT70To100	Eta0To0p8	0	0.013746674536267284	-0.013746674536267284
2017	PT70To100	Eta0p8To1p6	0	0.012403169912184235	-0.012403169912184235
2017	PT70To100	Eta1p6To2	0	0.03676416270170691	-0.03676416270170691
2017	PT70To100	Eta2To2p5	0	0.07030649103547988	-0.07030649103547988
2017	PT100To140	Eta0To0p8	0	0.03764197438448795	-0.03764197438448795
2017	PT100To140	Eta0p8To1p6	0	0.015982635842344856	-0.015982635842344856
2017	PT100To140	Eta1p6To2	0	0.09082279737920869	-0.09082279737920869
2017	PT100To140	Eta2To2p5	0	0.06559299916351187	-0.06559299916351187
2017	PT140ToInf	Eta0To0p8	0	0.017591801904196055	-0.017591801904196055
2017	PT140ToInf	Eta0p8To1p6	0	0.05173491495827075	-0.05173491495827075
2017	PT140ToInf	Eta1p6To2	0	0.11390626358448222	-0.11390626358448222
2017	PT140ToInf	Eta2To2p5	0	0.25944259192652147	-0.25944259192652147
